,Date,Stock Name,BIL_return_Adj Close,EEM_return_Adj Close,GLD_return_Adj Close,GSG_return_Adj Close,IEI_return_Adj Close,LQD_return_Adj Close,SPHY_return_Adj Close,UUP_return_Adj Close,VNQ_return_Adj Close,VWO_return_Adj Close,XLB_return_Adj Close,XLE_return_Adj Close,XLF_return_Adj Close,XLI_return_Adj Close,XLK_return_Adj Close,XLP_return_Adj Close,XLU_return_Adj Close,XLV_return_Adj Close,XLY_return_Adj Close,XTL_return_Adj Close,Day 1,Day 2,Day 3,Day 4,Day 5
23,2010-02-07 - 2010-02-11,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4052619376126302,-0.4762081103851816,-0.3404129998402805,-0.35060797942427585,-0.3766382099374523
24,2010-02-07 - 2010-02-11,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08578002350065655,0.06730019452145787,0.21175402704178048,0.05273721931566397,0.20049428526686827
25,2010-02-07 - 2010-02-11,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.118743992891111,-0.14640463983422736,0.10665434043167296,-0.06663234240009994,0.07033950955527547
26,2010-02-07 - 2010-02-11,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.021418546565374084,-0.17422993889904131,0.18080122458507636,-0.0930619912359765,0.11669771925028925
27,2010-02-07 - 2010-02-11,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10418866348100947,0.0480602911942417,0.14867495514337176,0.059306171156594874,0.16313175518414935
28,2010-02-07 - 2010-02-11,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673
29,2010-02-07 - 2010-02-11,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.11383978618671098,-0.15394052488440965,0.02455234526746371,-0.09672443743167017,-0.01047919740958917
30,2010-02-07 - 2010-02-11,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010410704212343962,-0.13745948257172594,-0.23090220814937165,-0.2858351555453006,-0.02075331077441319
31,2010-02-07 - 2010-02-11,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2096464598800088,-0.1772717806826816,-0.2297774256346196,-0.31806084521533784,-0.15529434043874552
32,2010-02-07 - 2010-02-11,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968
33,2010-02-07 - 2010-02-11,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260336693603876,0.1939554974271948,0.4757585947804652,0.2431009388389193,0.5627598277066339
34,2010-02-07 - 2010-02-11,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17436910520288773,0.17436910520288773,0.17436910520288773,0.17436910520288773,0.17436910520288773
35,2010-02-07 - 2010-02-11,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21657489748999806,0.35907839815196685,0.4909858644703689,0.30649399036462904,0.4252314536575885
36,2010-02-07 - 2010-02-11,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.02758653174410522,-0.09439472320694806,-0.2638624569760316,0.0029821117896280114,-0.0944361782065725
37,2010-02-07 - 2010-02-11,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15892220968675108,0.07103409395065988,0.5875096778280855,0.2332068798388017,0.5235979533422428
38,2010-02-07 - 2010-02-11,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14276584905817766,0.14885731660574236,0.5742828312026279,0.22205159083577086,0.5120860625485678
39,2010-02-07 - 2010-02-11,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3084736073855868,0.15847656929873866,0.29786892660226183,0.33593446921958403,0.39210153180596974
40,2010-02-12 - 2010-02-16,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1491719832266709,0.2220491272642547,0.2220491272642547,0.2220491272642547,0.2949262713018385
41,2010-02-12 - 2010-02-16,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04942314975468265,0.10645164109434807,0.10645164109434807,0.10645164109434807,0.1634801324340135
42,2010-02-12 - 2010-02-16,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1154214876202432,0.17956384824758306,0.17956384824758306,0.17956384824758306,0.2437062088749229
43,2010-02-12 - 2010-02-16,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3830797177746409,-0.3381559288766452,-0.3381559288766452,-0.3381559288766452,-0.29323213997864944
44,2010-02-12 - 2010-02-16,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0969323822492898,0.1596034397593604,0.1596034397593604,0.1596034397593604,0.22227449726943102
45,2010-02-12 - 2010-02-16,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.12045559342327472,0.010790711314015251,0.010790711314015251,0.010790711314015251,0.14203701605130525
46,2010-02-12 - 2010-02-16,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.050004591256264594,0.06910588213323618,0.06910588213323618,0.06910588213323618,0.1882163555227369
47,2010-02-12 - 2010-02-16,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09619330096590434,0.14749244088837965,0.14749244088837965,0.14749244088837965,0.19879158081085496
48,2010-02-12 - 2010-02-16,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673
49,2010-02-12 - 2010-02-16,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0909438124527862,-0.0033351728189580797,-0.0033351728189580797,-0.0033351728189580797,0.08427346681487005
50,2010-02-12 - 2010-02-16,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11984778323130832,0.07682282211182621,0.07682282211182621,0.07682282211182621,0.033797860992344095
51,2010-02-12 - 2010-02-16,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17404941207086527,-0.15153073269134565,-0.15153073269134565,-0.15153073269134565,-0.12901205331182602
52,2010-02-12 - 2010-02-16,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968
53,2010-02-12 - 2010-02-16,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271031534158555,0.4533028889111207,0.4533028889111207,0.4533028889111207,0.6355742436636864
54,2010-02-12 - 2010-02-16,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17436910520288773,0.17436910520288773,0.17436910520288773,0.17436910520288773,0.17436910520288773
55,2010-02-12 - 2010-02-16,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15337406760432576,0.380877902310749,0.380877902310749,0.380877902310749,0.6083817370171724
56,2010-02-12 - 2010-02-16,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014914731110772073,-0.1547865299865312,-0.1547865299865312,-0.1547865299865312,-0.3244877910838345
57,2010-02-12 - 2010-02-16,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1501920163317871,0.3420483300817202,0.3420483300817202,0.3420483300817202,0.5339046438316533
58,2010-02-12 - 2010-02-16,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12244370132086972,0.3142157060140305,0.3142157060140305,0.3142157060140305,0.5059877107071913
59,2010-02-12 - 2010-02-16,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40939486424214455,0.4709954307424388,0.4709954307424388,0.4709954307424388,0.532595997242733
60,2010-02-17 - 2010-02-21,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2224236506438776,0.20669984892996876,0.17023250719275024,0.15820116925689065,0.15820116925689065
61,2010-02-17 - 2010-02-21,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12887406453987066,0.11586101579676768,0.07418899108213538,0.06180607041840901,0.06180607041840901
62,2010-02-17 - 2010-02-21,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10566042339678512,0.14456603777188354,0.13471889172583235,0.08600729511511218,0.08600729511511218
63,2010-02-17 - 2010-02-21,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3705735842296473,-0.3580970518292356,-0.3613883612764507,-0.34442889977739605,-0.34442889977739605
64,2010-02-17 - 2010-02-21,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21043840875180936,0.17711606711732208,0.12269315565543493,0.1064431317119,0.1064431317119
65,2010-02-17 - 2010-02-21,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.016410760257571946,0.021674387660458917,-0.013844212767004406,-0.031269154109276213,-0.031269154109276213
66,2010-02-17 - 2010-02-21,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.027481366465374697,0.06098943636772164,0.01622761563318463,-0.027437644101847892,-0.027437644101847892
67,2010-02-17 - 2010-02-21,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10316990097785357,0.13191738612422,0.060038219350308814,0.06359419361770692,0.06359419361770692
68,2010-02-17 - 2010-02-21,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673
69,2010-02-17 - 2010-02-21,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.09335034189002622,-0.01405536429806354,0.0562355137572743,-0.023865744638986552,-0.023865744638986552
70,2010-02-17 - 2010-02-21,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3403368899061027,-0.22406509942783567,-0.14610697191987482,-0.0833670777841832,-0.0833670777841832
71,2010-02-17 - 2010-02-21,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2469035360630441,-0.20360183251510647,-0.13520660552538935,-0.15932436067479022,-0.15932436067479022
72,2010-02-17 - 2010-02-21,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968
73,2010-02-17 - 2010-02-21,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2339790381685129,0.3809650998550078,0.2155364283601333,0.22272142772363004,0.22272142772363004
74,2010-02-17 - 2010-02-21,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.958055203813112,-0.6089753040233291,0.1745399498948915,0.1745399498948915
75,2010-02-17 - 2010-02-21,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30215923144776724,0.43438030269083816,0.3464245234759893,0.3155347134536418,0.3155347134536418
76,2010-02-17 - 2010-02-21,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18640367754254286,-0.08229145794889481,0.002405201313625843,-0.06407110036935501,-0.06407110036935501
77,2010-02-17 - 2010-02-21,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3062381435852352,0.2875195170982994,0.1974759032402773,0.2345551846035909,0.2345551846035909
78,2010-02-17 - 2010-02-21,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2838747846387143,0.2862706411312112,0.16272652792046194,0.2118901737200441,0.2118901737200441
79,2010-02-17 - 2010-02-21,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3887131962903173,0.4325780820876707,0.3264611432697879,0.3331966836336601,0.3331966836336601
80,2010-02-22 - 2010-02-26,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1461698313210311,0.0951253310913532,0.2669766255764905,0.1640807514969648,0.16405826575729496
81,2010-02-22 - 2010-02-26,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04942314975468265,-0.012352918911377346,0.11982492932912735,0.05765237130127514,-0.004036718560497997
82,2010-02-22 - 2010-02-26,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.037295698504391975,0.021574044794540448,0.14821404071344305,0.11639505800564864,0.12626343872728196
83,2010-02-22 - 2010-02-26,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3274694382783413,-0.4687962917845274,-0.3084654033046636,-0.3985314497002036,-0.3586773655126223
84,2010-02-22 - 2010-02-26,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0901931077683651,0.014059173703462977,0.20678419978100326,0.12994716065465034,0.12632240285119573
85,2010-02-22 - 2010-02-26,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.048694095451548,-0.16125580392831054,0.030308826407095882,-0.07473279042589771,-0.022558523317167237
86,2010-02-22 - 2010-02-26,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.07110290383688042,-0.17235854697037553,-0.05522830571970107,-0.052497957128950785,-0.030227185492074836
87,2010-02-22 - 2010-02-26,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06715016788510501,-0.015552122615406559,0.15793954517642927,0.05987685204530744,0.09234666637574354
88,2010-02-22 - 2010-02-26,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673
89,2010-02-22 - 2010-02-26,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1039670030352474,-0.11540177033968768,-0.05099569484874057,-0.07632976110927561,-0.12429876654717573
90,2010-02-22 - 2010-02-26,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02062718364849157,0.3713794014716355,-0.06759692932704826,0.2367539133733138,0.03360325002570008
91,2010-02-22 - 2010-02-26,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18344211582419112,-0.15403618547000786,-0.12323103518748064,-0.20963785696389148,-0.08653221455119198
92,2010-02-22 - 2010-02-26,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968
93,2010-02-22 - 2010-02-26,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2299064270871268,0.12519417347447315,0.2115147957643943,0.4126319617652843,0.4344375331892039
94,2010-02-22 - 2010-02-26,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958055203813112,-0.6089753040233291,0.958055203813112,0.17436910520288773,0.17436910520288773
95,2010-02-22 - 2010-02-26,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2846449034312943,0.07669623073025969,0.4028953465115742,0.1059686030238958,0.4978833394646714
96,2010-02-22 - 2010-02-26,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.13054740205233584,0.07480408960036203,-0.14238220308491656,-0.14251102470088686,-0.16677616840398682
97,2010-02-22 - 2010-02-26,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2716344659669045,0.03192956723016924,0.3970641986067509,0.1828940216108556,0.35851750503528035
98,2010-02-22 - 2010-02-26,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26105381951962625,0.01748584406583931,0.3444404386610053,0.16603999572048214,0.3495043656324828
99,2010-02-22 - 2010-02-26,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3399322239975322,0.2642863051039717,0.39758520951600657,0.3498958798318981,0.3180650352909488
100,2010-02-27 - 2010-03-03,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22794734058213625,0.22794734058213625,0.2918364154069775,0.10235329477168006,0.17564359843223334
101,2010-02-27 - 2010-03-03,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.06194784882760825,0.06194784882760825,0.1279324162157145,0.09045762584622064,0.05351373642756528
102,2010-02-27 - 2010-03-03,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.14545015146121182,0.14545015146121182,0.16463686419514165,0.15929357473660566,0.13762188199961373
103,2010-02-27 - 2010-03-03,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3663857955980596,-0.3663857955980596,-0.3740942256834968,-0.3710864250190652,-0.3832616179167311
104,2010-02-27 - 2010-03-03,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17889685648044495,0.17889685648044495,0.23147131010969416,0.16219821796888262,0.07616285847658978
105,2010-02-27 - 2010-03-03,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0163960500099595,0.0163960500099595,0.05535062333708625,-0.04020764133512742,-0.04308326332111713
106,2010-02-27 - 2010-03-03,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03530539105092412,0.03530539105092412,0.10083796759392308,0.041144099200316885,0.04324962332879957
107,2010-02-27 - 2010-03-03,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13745766084379266,0.13745766084379266,0.1825686553118417,0.07081318406184069,0.0850733230429385
108,2010-02-27 - 2010-03-03,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673,0.03413643807155673
109,2010-02-27 - 2010-03-03,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.032194518871069736,-0.032194518871069736,0.05990972880503623,-0.03423023404417741,-0.07341125785994104
110,2010-02-27 - 2010-03-03,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01961936302490772,0.01961936302490772,0.005635476024115342,0.03361359699358775,-0.04422306904844142
111,2010-02-27 - 2010-03-03,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1292626328418386,-0.1292626328418386,-0.1719930511324852,-0.15898379942697982,-0.15905589493488165
112,2010-02-27 - 2010-03-03,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968,0.2609909852133968
113,2010-02-27 - 2010-03-03,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3588732788163937,0.3588732788163937,0.28330902444358363,0.4956606446604324,0.36361075690686573
114,2010-02-27 - 2010-03-03,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2173030994102207,-0.2173030994102207,-0.6089753040233291,0.5659770016479424,-0.21715345277747367
