,Unnamed: 0.1,Date,Stock Name,BIL_return_Adj Close,EEM_return_Adj Close,GLD_return_Adj Close,GSG_return_Adj Close,IEI_return_Adj Close,LQD_return_Adj Close,SPHY_return_Adj Close,UUP_return_Adj Close,VNQ_return_Adj Close,VWO_return_Adj Close,XLB_return_Adj Close,XLE_return_Adj Close,XLF_return_Adj Close,XLI_return_Adj Close,XLK_return_Adj Close,XLP_return_Adj Close,XLU_return_Adj Close,XLV_return_Adj Close,XLY_return_Adj Close,XTL_return_Adj Close,Day 1,Day 2,Day 3,Day 4,Day 5,Is Beginning of a Month,Is Beginning of a Year,Day 2- Day 1,Day 3- Day 2,Day 4- Day 3,Day 5- Day 4,SPY_return_Adj Close,Positive Trends,Negative Trends,Is Positive Trend
10,10,2010-02-02 - 2010-02-06,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005145974,-0.231797924,0.457009849,0.158280891,0.010410704,1,1,-0.22665195,0.688807773,-0.298728958,-0.147870187,0.122752925,1,3,TRUE
11,11,2010-02-02 - 2010-02-06,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141778129,-0.209643848,-0.194277809,-0.242021139,-0.20964646,1,1,-0.067865719,0.015366039,-0.04774333,0.032374679,0.122752925,2,2,FALSE
12,12,2010-02-02 - 2010-02-06,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,1,1,0,0,0,0,0.122752925,4,0,TRUE
13,13,2010-02-02 - 2010-02-06,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388519957,0.225722552,-0.298866091,0.32671789,0.260336694,1,1,-0.162797405,-0.524588643,0.625583981,-0.066381196,0.122752925,1,3,FALSE
14,14,2010-02-02 - 2010-02-06,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21753815,0.95772769,0.174369105,0.174369105,0.174369105,1,1,1.17526584,-0.783358585,0,0,0.122752925,3,1,TRUE
15,15,2010-02-02 - 2010-02-06,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55919691,0.243035961,-0.154409177,0.074071397,0.216574897,1,1,-0.316160949,-0.397445138,0.228480573,0.142503501,0.122752925,2,2,FALSE
16,16,2010-02-02 - 2010-02-06,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.180332652,0.077569567,0.101144214,0.03922166,-0.027586532,1,1,0.257902219,0.023574647,-0.061922554,-0.066808191,0.122752925,2,2,TRUE
17,17,2010-02-02 - 2010-02-06,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.316887898,0.237154185,-0.211996503,0.246810325,0.15892221,1,1,-0.079733713,-0.449150689,0.458806829,-0.087888116,0.122752925,1,3,FALSE
18,18,2010-02-02 - 2010-02-06,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329788415,0.190295285,-0.20357875,0.136674382,0.142765849,1,1,-0.13949313,-0.393874034,0.340253131,0.006091468,0.122752925,2,2,FALSE
19,19,2010-02-02 - 2010-02-06,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.423585673,0.20010537,0.045271587,0.458470645,0.308473607,1,1,-0.223480303,-0.154833783,0.413199059,-0.149997038,0.122752925,1,3,FALSE
20,20,2010-02-07 - 2010-02-11,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.108216876,0.092416698,0.288777425,0.111674234,0.255853723,1,1,-0.015800178,0.196360727,-0.17710319,0.144179489,0.126796935,2,2,TRUE
21,21,2010-02-07 - 2010-02-11,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027968702,0.036524927,0.182849129,0.036662452,0.138845917,1,1,0.008556226,0.146324201,-0.146186676,0.102183464,0.126796935,3,1,TRUE
22,22,2010-02-07 - 2010-02-11,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.088462028,0.062472413,0.229674194,0.090260309,0.207528293,1,1,-0.025989615,0.167201781,-0.139413885,0.117267983,0.126796935,2,2,TRUE
23,23,2010-02-07 - 2010-02-11,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.405261938,-0.47620811,-0.340413,-0.350607979,-0.37663821,1,1,-0.070946173,0.135795111,-0.01019498,-0.026030231,0.126796935,1,3,TRUE
24,24,2010-02-07 - 2010-02-11,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.085780024,0.067300195,0.211754027,0.052737219,0.200494285,1,1,-0.018479829,0.144453833,-0.159016808,0.147757066,0.126796935,2,2,TRUE
25,25,2010-02-07 - 2010-02-11,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.118743993,-0.14640464,0.10665434,-0.066632342,0.07033951,1,1,-0.027660647,0.25305898,-0.173286683,0.136971852,0.126796935,2,2,TRUE
26,26,2010-02-07 - 2010-02-11,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.021418547,-0.174229939,0.180801225,-0.093061991,0.116697719,1,1,-0.152811392,0.355031163,-0.273863216,0.20975971,0.126796935,2,2,TRUE
27,27,2010-02-07 - 2010-02-11,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.104188663,0.048060291,0.148674955,0.059306171,0.163131755,1,1,-0.056128372,0.100614664,-0.089368784,0.103825584,0.126796935,2,2,TRUE
28,28,2010-02-07 - 2010-02-11,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,1,1,0,0,0,0,0.126796935,4,0,TRUE
29,29,2010-02-07 - 2010-02-11,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.113839786,-0.153940525,0.024552345,-0.096724437,-0.010479197,1,1,-0.040100739,0.17849287,-0.121276783,0.08624524,0.126796935,2,2,TRUE
30,30,2010-02-07 - 2010-02-11,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010410704,-0.137459483,-0.230902208,-0.285835156,-0.020753311,1,1,-0.147870187,-0.093442726,-0.054932947,0.265081845,0.126796935,1,3,FALSE
31,31,2010-02-07 - 2010-02-11,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20964646,-0.177271781,-0.229777426,-0.318060845,-0.15529434,1,1,0.032374679,-0.052505645,-0.08828342,0.162766505,0.126796935,2,2,TRUE
32,32,2010-02-07 - 2010-02-11,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,1,1,0,0,0,0,0.126796935,4,0,TRUE
33,33,2010-02-07 - 2010-02-11,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260336694,0.193955497,0.475758595,0.243100939,0.562759828,1,1,-0.066381196,0.281803097,-0.232657656,0.319658889,0.126796935,2,2,TRUE
34,34,2010-02-07 - 2010-02-11,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174369105,0.174369105,0.174369105,0.174369105,0.174369105,1,1,0,0,0,0,0.126796935,4,0,TRUE
35,35,2010-02-07 - 2010-02-11,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216574897,0.359078398,0.490985864,0.30649399,0.425231454,1,1,0.142503501,0.131907466,-0.184491874,0.118737463,0.126796935,3,1,TRUE
36,36,2010-02-07 - 2010-02-11,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.027586532,-0.094394723,-0.263862457,0.002982112,-0.094436178,1,1,-0.066808191,-0.169467734,0.266844569,-0.09741829,0.126796935,1,3,FALSE
37,37,2010-02-07 - 2010-02-11,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15892221,0.071034094,0.587509678,0.23320688,0.523597953,1,1,-0.087888116,0.516475584,-0.354302798,0.290391074,0.126796935,2,2,TRUE
38,38,2010-02-07 - 2010-02-11,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142765849,0.148857317,0.574282831,0.222051591,0.512086063,1,1,0.006091468,0.425425515,-0.35223124,0.290034472,0.126796935,3,1,TRUE
39,39,2010-02-07 - 2010-02-11,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.308473607,0.158476569,0.297868927,0.335934469,0.392101532,1,1,-0.149997038,0.139392357,0.038065543,0.056167063,0.126796935,3,1,TRUE
40,40,2010-02-12 - 2010-02-16,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.149171983,0.222049127,0.222049127,0.222049127,0.294926271,1,1,0.072877144,0,0,0.072877144,0.121440249,4,0,TRUE
41,41,2010-02-12 - 2010-02-16,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04942315,0.106451641,0.106451641,0.106451641,0.163480132,1,1,0.057028491,0,0,0.057028491,0.121440249,4,0,TRUE
42,42,2010-02-12 - 2010-02-16,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.115421488,0.179563848,0.179563848,0.179563848,0.243706209,1,1,0.064142361,0,0,0.064142361,0.121440249,4,0,TRUE
43,43,2010-02-12 - 2010-02-16,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.383079718,-0.338155929,-0.338155929,-0.338155929,-0.29323214,1,1,0.044923789,0,0,0.044923789,0.121440249,4,0,TRUE
44,44,2010-02-12 - 2010-02-16,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.096932382,0.15960344,0.15960344,0.15960344,0.222274497,1,1,0.062671058,0,0,0.062671058,0.121440249,4,0,TRUE
45,45,2010-02-12 - 2010-02-16,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.120455593,0.010790711,0.010790711,0.010790711,0.142037016,1,1,0.131246305,0,0,0.131246305,0.121440249,4,0,TRUE
46,46,2010-02-12 - 2010-02-16,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.050004591,0.069105882,0.069105882,0.069105882,0.188216356,1,1,0.119110473,0,0,0.119110473,0.121440249,4,0,TRUE
47,47,2010-02-12 - 2010-02-16,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.096193301,0.147492441,0.147492441,0.147492441,0.198791581,1,1,0.05129914,0,0,0.05129914,0.121440249,4,0,TRUE
48,48,2010-02-12 - 2010-02-16,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,1,1,0,0,0,0,0.121440249,4,0,TRUE
49,49,2010-02-12 - 2010-02-16,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.090943812,-0.003335173,-0.003335173,-0.003335173,0.084273467,1,1,0.08760864,0,0,0.08760864,0.121440249,4,0,TRUE
50,50,2010-02-12 - 2010-02-16,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119847783,0.076822822,0.076822822,0.076822822,0.033797861,1,1,-0.043024961,0,0,-0.043024961,0.121440249,2,2,FALSE
51,51,2010-02-12 - 2010-02-16,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174049412,-0.151530733,-0.151530733,-0.151530733,-0.129012053,1,1,0.022518679,0,0,0.022518679,0.121440249,4,0,TRUE
52,52,2010-02-12 - 2010-02-16,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,1,1,0,0,0,0,0.121440249,4,0,TRUE
53,53,2010-02-12 - 2010-02-16,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271031534,0.453302889,0.453302889,0.453302889,0.635574244,1,1,0.182271355,0,0,0.182271355,0.121440249,4,0,TRUE
54,54,2010-02-12 - 2010-02-16,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174369105,0.174369105,0.174369105,0.174369105,0.174369105,1,1,0,0,0,0,0.121440249,4,0,TRUE
55,55,2010-02-12 - 2010-02-16,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153374068,0.380877902,0.380877902,0.380877902,0.608381737,1,1,0.227503835,0,0,0.227503835,0.121440249,4,0,TRUE
56,56,2010-02-12 - 2010-02-16,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014914731,-0.15478653,-0.15478653,-0.15478653,-0.324487791,1,1,-0.169701261,0,0,-0.169701261,0.121440249,2,2,FALSE
57,57,2010-02-12 - 2010-02-16,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.150192016,0.34204833,0.34204833,0.34204833,0.533904644,1,1,0.191856314,0,0,0.191856314,0.121440249,4,0,TRUE
58,58,2010-02-12 - 2010-02-16,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122443701,0.314215706,0.314215706,0.314215706,0.505987711,1,1,0.191772005,0,0,0.191772005,0.121440249,4,0,TRUE
59,59,2010-02-12 - 2010-02-16,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.409394864,0.470995431,0.470995431,0.470995431,0.532595997,1,1,0.061600567,0,0,0.061600567,0.121440249,4,0,TRUE
60,60,2010-02-17 - 2010-02-21,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.222423651,0.206699849,0.170232507,0.158201169,0.158201169,0,1,-0.015723802,-0.036467342,-0.012031338,0,0.087113907,1,3,FALSE
61,61,2010-02-17 - 2010-02-21,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.128874065,0.115861016,0.074188991,0.06180607,0.06180607,0,1,-0.013013049,-0.041672025,-0.012382921,0,0.087113907,1,3,FALSE
62,62,2010-02-17 - 2010-02-21,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105660423,0.144566038,0.134718892,0.086007295,0.086007295,0,1,0.038905614,-0.009847146,-0.048711597,0,0.087113907,2,2,FALSE
63,63,2010-02-17 - 2010-02-21,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.370573584,-0.358097052,-0.361388361,-0.3444289,-0.3444289,0,1,0.012476532,-0.003291309,0.016959461,0,0.087113907,3,1,TRUE
64,64,2010-02-17 - 2010-02-21,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.210438409,0.177116067,0.122693156,0.106443132,0.106443132,0,1,-0.033322342,-0.054422911,-0.016250024,0,0.087113907,1,3,FALSE
65,65,2010-02-17 - 2010-02-21,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01641076,0.021674388,-0.013844213,-0.031269154,-0.031269154,0,1,0.005263627,-0.0355186,-0.017424941,0,0.087113907,2,2,FALSE
66,66,2010-02-17 - 2010-02-21,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.027481366,0.060989436,0.016227616,-0.027437644,-0.027437644,0,1,0.088470803,-0.044761821,-0.04366526,0,0.087113907,2,2,TRUE
67,67,2010-02-17 - 2010-02-21,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.103169901,0.131917386,0.060038219,0.063594194,0.063594194,0,1,0.028747485,-0.071879167,0.003555974,0,0.087113907,3,1,FALSE
68,68,2010-02-17 - 2010-02-21,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,0,1,0,0,0,0,0.087113907,4,0,TRUE
69,69,2010-02-17 - 2010-02-21,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.093350342,-0.014055364,0.056235514,-0.023865745,-0.023865745,0,1,0.079294978,0.070290878,-0.080101258,0,0.087113907,3,1,TRUE
70,70,2010-02-17 - 2010-02-21,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34033689,-0.224065099,-0.146106972,-0.083367078,-0.083367078,0,1,0.11627179,0.077958128,0.062739894,0,0.087113907,4,0,TRUE
71,71,2010-02-17 - 2010-02-21,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246903536,-0.203601833,-0.135206606,-0.159324361,-0.159324361,0,1,0.043301704,0.068395227,-0.024117755,0,0.087113907,3,1,TRUE
72,72,2010-02-17 - 2010-02-21,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,0,1,0,0,0,0,0.087113907,4,0,TRUE
73,73,2010-02-17 - 2010-02-21,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233979038,0.3809651,0.215536428,0.222721428,0.222721428,0,1,0.146986062,-0.165428671,0.007184999,0,0.087113907,3,1,FALSE
74,74,2010-02-17 - 2010-02-21,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.958055204,-0.608975304,0.17453995,0.17453995,0,1,1.958055204,-1.567030508,0.783515254,0,0.087113907,3,1,TRUE
75,75,2010-02-17 - 2010-02-21,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302159231,0.434380303,0.346424523,0.315534713,0.315534713,0,1,0.132221071,-0.087955779,-0.03088981,0,0.087113907,2,2,TRUE
76,76,2010-02-17 - 2010-02-21,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.186403678,-0.082291458,0.002405201,-0.0640711,-0.0640711,0,1,-0.268695135,0.084696659,-0.066476302,0,0.087113907,2,2,FALSE
77,77,2010-02-17 - 2010-02-21,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.306238144,0.287519517,0.197475903,0.234555185,0.234555185,0,1,-0.018718626,-0.090043614,0.037079281,0,0.087113907,2,2,FALSE
78,78,2010-02-17 - 2010-02-21,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283874785,0.286270641,0.162726528,0.211890174,0.211890174,0,1,0.002395856,-0.123544113,0.049163646,0,0.087113907,3,1,FALSE
79,79,2010-02-17 - 2010-02-21,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.388713196,0.432578082,0.326461143,0.333196684,0.333196684,0,1,0.043864886,-0.106116939,0.00673554,0,0.087113907,3,1,FALSE
80,80,2010-02-22 - 2010-02-26,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.146169831,0.095125331,0.266976626,0.164080751,0.164058266,0,1,-0.0510445,0.171851294,-0.102895874,-2.25E-05,0.124117335,1,3,TRUE
81,81,2010-02-22 - 2010-02-26,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04942315,-0.012352919,0.119824929,0.057652371,-0.004036719,0,1,-0.061776069,0.132177848,-0.062172558,-0.06168909,0.124117335,1,3,FALSE
82,82,2010-02-22 - 2010-02-26,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.037295699,0.021574045,0.148214041,0.116395058,0.126263439,0,1,-0.015721654,0.126639996,-0.031818983,0.009868381,0.124117335,2,2,TRUE
83,83,2010-02-22 - 2010-02-26,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.327469438,-0.468796292,-0.308465403,-0.39853145,-0.358677366,0,1,-0.141326854,0.160330888,-0.090066046,0.039854084,0.124117335,2,2,FALSE
84,84,2010-02-22 - 2010-02-26,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.090193108,0.014059174,0.2067842,0.129947161,0.126322403,0,1,-0.076133934,0.192725026,-0.076837039,-0.003624758,0.124117335,1,3,TRUE
85,85,2010-02-22 - 2010-02-26,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.048694095,-0.161255804,0.030308826,-0.07473279,-0.022558523,0,1,-0.112561708,0.19156463,-0.105041617,0.052174267,0.124117335,2,2,TRUE
86,86,2010-02-22 - 2010-02-26,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.071102904,-0.172358547,-0.055228306,-0.052497957,-0.030227185,0,1,-0.101255643,0.117130241,0.002730349,0.022270772,0.124117335,3,1,TRUE
87,87,2010-02-22 - 2010-02-26,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.067150168,-0.015552123,0.157939545,0.059876852,0.092346666,0,1,-0.082702291,0.173491668,-0.098062693,0.032469814,0.124117335,2,2,TRUE
88,88,2010-02-22 - 2010-02-26,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,0,1,0,0,0,0,0.124117335,4,0,TRUE
89,89,2010-02-22 - 2010-02-26,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.103967003,-0.11540177,-0.050995695,-0.076329761,-0.124298767,0,1,-0.011434767,0.064406075,-0.025334066,-0.047969005,0.124117335,1,3,FALSE
90,90,2010-02-22 - 2010-02-26,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020627184,0.371379401,-0.067596929,0.236753913,0.03360325,0,1,0.392006585,-0.438976331,0.304350843,-0.203150663,0.124117335,2,2,TRUE
